st_transform,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.1578529026697 54.1111227053861,12.1580127260954 54.1112941821412,12.1585940207551 54.1119640818796))",d33b80f1-003a-44ed-b5df-dce66af27809,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Zum Sonnenhof,"10000"
"MULTILINESTRING ((12.0701697068444 54.0630035048411,12.070133326005 54.062984389758,12.0700708420845 54.0629729264344,12.069631230437 54.062931944427,12.068773088994 54.0628519400558,12.0682187633681 54.0627985304326,12.0675115316243 54.0627263374247))",98172fec-1f72-4548-b2ef-0bf0e7f4e905,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Eibenweg,"02070"
"MULTILINESTRING ((12.1731755429556 54.1245104162251,12.1722037421056 54.1244126261033,12.1719023058218 54.1243830501171,12.1716687087897 54.1242992025036,12.1712801420873 54.1241705647274,12.1712092854289 54.1241977975294,12.1711163450715 54.1242107769681,12.1710318991581 54.1242065846309,12.1697224502319 54.1240844577032,12.1695781979543 54.1240794502587,12.1694292453447 54.1240845114516,12.1692690451426 54.1241069275947,12.1691355058686 54.1241035216906,12.1663497756575 54.1238235066451))",f759af62-f208-4a36-985a-04e981bb782e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Goorstorfer Straße,"10340"
"MULTILINESTRING ((12.1165378698089 54.0860669748851,12.1162478242433 54.0865545559011,12.1162130601906 54.0866367944726,12.1161749705346 54.0867320632632,12.1159142323987 54.0874850967358,12.1158922307605 54.0875412688691,12.1158185310569 54.0876356734187),(12.1171144253774 54.0853086016848,12.1170354482713 54.0853172134957,12.1169867663274 54.0853398110742,12.1169483600506 54.085375785031,12.1165337620783 54.0860734474539))",1481b47b-6529-4429-bfd3-c387095d7a82,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Neubramowstraße,"07180"
"MULTILINESTRING ((12.042940851159 54.1235602263455,12.0431226926439 54.1235472242012,12.0431901363358 54.1235411806626,12.04328020896 54.1235281213556,12.0442149792026 54.1233410919766,12.0452052628763 54.1231561906639,12.0452720897286 54.1231463728719,12.0453335658844 54.1231388030822),(12.0430156105859 54.1244146764212,12.042940851159 54.1235602263455),(12.0453335658844 54.1231388030822,12.0467688061668 54.1231318749171,12.0468211246144 54.1231414675422,12.0468736179479 54.1231704657136))",385169df-742f-4b9f-813f-c004cf22e435,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Ricarda-Huch-Straße,"12090"
"MULTILINESTRING ((12.0476118627584 54.1664673198561,12.0477417866865 54.1665454294167,12.047865271126 54.1664827617068,12.0477397840203 54.1664018654705,12.0476118627584 54.1664673198561),(12.0476118627584 54.1664673198561,12.0468151488046 54.1659694681224),(12.0468151488046 54.1659694681224,12.0483670577989 54.1650894079743),(12.0453615923032 54.1668223393441,12.0453678414732 54.1667965528347,12.045389844431 54.1667559367418,12.0454462904891 54.1667099172277,12.0459830683507 54.1664203378536,12.0468151488046 54.1659694681224))",acd70d6a-39ec-4f2d-b335-1beca0cb7ce0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bernsteinweg,"10810"
"MULTILINESTRING ((12.1018593115372 54.0952004635425,12.1030794536268 54.0948273911283,12.1042236591618 54.094473148972,12.1058206533641 54.0939769982809,12.1076057593776 54.0934245971906,12.1077642771659 54.0933755815732,12.1084744223416 54.0931662417514,12.1086321781682 54.0931188428201,12.1089777737269 54.093015032946,12.1092500644662 54.0929332099747),(12.0988262512932 54.0960867628914,12.0989241093778 54.0960377189244,12.0989981604643 54.0960043268666,12.0991117882883 54.0959665897782,12.09966960343 54.0958081878133,12.1018593115372 54.0952004635425))",63aa1314-e290-4486-ae62-b13ed4daae25,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Werftstraße,"09680"
"MULTILINESTRING ((12.0814987753211 54.070986617677,12.0813748570586 54.070969092618,12.0812985034207 54.0709811830506,12.0801094421433 54.0713675816591,12.0795958927585 54.0715357469768,12.0795088758645 54.0715641945198,12.0783312535414 54.0719587435362,12.0779318945229 54.0720955623849,12.0745927873459 54.073227708685,12.0741966133184 54.0733653216977,12.073117994843 54.073737567518,12.0729751223186 54.0738032387211,12.0728840319577 54.0738661831305,12.0728303716342 54.0739307219569,12.0728353567231 54.0739858817196,12.0728451046247 54.0740564913626,12.0730341475757 54.0748802246929,12.0730466908383 54.0749764374815,12.0730334988475 54.0750327762078))",2e46f6aa-20dd-450a-8dc5-dfc14d3922f2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Richtfunkturm,"00500"
"MULTILINESTRING ((12.0531131051224 54.1527186329514,12.0530212521683 54.1524637960315,12.0530219690741 54.1524259728753,12.0530623311089 54.152391366502,12.0531264357698 54.152371842836,12.0542187464933 54.1522272515433,12.0542690851961 54.1522151003889,12.0543518285468 54.1521704123287,12.0543980361204 54.1521593410717,12.0554442827422 54.1520258098477,12.0555119432111 54.1520341338218,12.0555597255093 54.1520563922115,12.0555807332399 54.1520858501894,12.055747215091 54.1525116170581,12.0557454114104 54.1525361443435,12.0557226346528 54.1525572674035))",8736ef2e-f8e8-4193-9407-4a7b555640ef,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Antwerpener Straße,"13670"
"MULTILINESTRING ((12.0503528367133 54.1227869662795,12.0502737568934 54.1227809800124,12.0501683614546 54.1227674580336,12.0492294680466 54.1226684818692,12.0489606996316 54.1226304990092,12.0489103780794 54.1226280937751,12.0488710797382 54.1226352071797,12.0488405061915 54.1226482465303,12.0488078009108 54.1226693724209,12.0487739032886 54.1227170916984,12.0487656959962 54.1227611170765),(12.0485221348107 54.1232220994646,12.0482714447778 54.1232130365491,12.0474571311797 54.123190271447,12.0468736179479 54.1231704657136),(12.0485221348107 54.1232220994646,12.0485142520521 54.1232823858958,12.0484971567598 54.1234430283366,12.0484700649057 54.1239496521202),(12.0487656959962 54.1227611170765,12.0484012154518 54.1227501240062,12.0478460052162 54.1227324677766,12.0476048258957 54.1227452310328),(12.0487656959962 54.1227611170765,12.0487580945565 54.1228001111166,12.0487510891606 54.1228257186177,12.0487346131806 54.12286157182,12.0485693337904 54.1231695234832,12.0485221348107 54.1232220994646))",ec92eca0-f28f-487f-a7b8-d63623ae34c9,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Wilhelm-Busch-Weg,"12130"
"MULTILINESTRING ((12.1385424819514 54.1163211563591,12.1388676474435 54.1161545755533,12.1395599692671 54.1158052810417,12.1396599362649 54.1157472175584,12.1397703023416 54.1156894114368,12.1398920101971 54.1155939486083,12.1400289250353 54.1154281223773,12.1404008732238 54.1147647514552,12.1405842141603 54.1144470389033,12.140994974596 54.113735735356,12.1411377105506 54.1134860792089,12.1411448002617 54.1134575014129,12.1411346169239 54.1134306508576,12.141090658496 54.1134091405334,12.1403543561964 54.1132622129082,12.1394358142831 54.1130766807109,12.1392642622689 54.1130347438771,12.13908231523 54.1129935375428,12.1380992416966 54.1128032182901,12.1379603298108 54.1127818157554,12.1378170463381 54.1127792847065))",6fb9726d-459c-46ce-8a36-858dd4814241,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Pablo-Picasso-Straße,"07450"
"MULTILINESTRING ((12.1524676470181 54.1098204832596,12.1524195797686 54.109804821943,12.1523501699891 54.1097646609816,12.1523237107188 54.1097207621294,12.152210636789 54.1088216845338,12.1521533425506 54.108331852815,12.1521235632441 54.1080907566142,12.152118298628 54.1079056004955,12.1521524376401 54.1077089847163,12.1521922691958 54.1075639305909),(12.1521922691958 54.1075639305909,12.1522806698718 54.1073637423134,12.1524310208405 54.1071305037661,12.1525924091293 54.1069473824403,12.1527384632146 54.1067938381277,12.1529023285744 54.1066613836956,12.1530632129699 54.1065500455233,12.1533054601847 54.1064050927119,12.1535110443042 54.1063098684027,12.1536542562874 54.1062574878419,12.1538723285485 54.1061909063265,12.1540768674685 54.1061442865044,12.154852457414 54.105982834391,12.1550131863316 54.1059548664883),(12.1512129469593 54.1074613986172,12.1521922691958 54.1075639305909))",e4e448ec-7791-455a-9e9c-7c31c2910123,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Ludwig-Feuerbach-Weg,"06740"
"MULTILINESTRING ((12.1752284521224 54.0755611415924,12.1748637793308 54.0761409718321,12.1744362925074 54.0768269950901,12.1744020796563 54.0768655867994,12.1743561876406 54.0768879340752,12.1742824339575 54.0768968454447,12.1737871746761 54.076906905519,12.1729052624473 54.0769229104535,12.1728273184985 54.0769161944937,12.1727709974401 54.0768922876594,12.172742399874 54.0768486656518,12.1724188355871 54.0755624165469,12.1724157933115 54.0755287302534,12.1724381243353 54.0754982418915,12.1724841645244 54.0754749068702,12.1727153780811 54.0754183341725,12.172840977622 54.0753867989957,12.1729732588771 54.0753456410122,12.1730773040133 54.0753109022782,12.173207578215 54.0752648056279,12.1736043338353 54.0751209360762,12.1737301836893 54.0750765522365,12.1738013015383 54.0750591100425,12.1738637813481 54.0750583908584,12.1739237362022 54.0750749249094,12.1744817476891 54.0753164199969,12.1746356901249 54.0753771991493,12.1748867466944 54.0754627231147,12.1750894274526 54.0755242393915,12.1752284521224 54.0755611415924),(12.1752284521224 54.0755611415924,12.1755000593063 54.0751216889846,12.1755560799985 54.0750384137715,12.1756242942518 54.0749485622802))",d2df8e2e-7c12-47ac-89cc-100928a55184,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gerhard-Marcks-Weg,"11710"
"MULTILINESTRING ((12.0984052265601 54.0530444112571,12.0987781698043 54.0542995573975,12.0990529741289 54.055179513133,12.0991887124859 54.0555602413186,12.0993719348061 54.0558736384714,12.1001458699755 54.056912288043,12.100972165301 54.0579904189614,12.1018170293422 54.0590881138417,12.1020184538564 54.0593368052075,12.1023528618508 54.0597588678196))",14d83a4f-c6da-4648-b652-4bcba07521b4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",GroÃŸ Stover Straße,"13390"
"MULTILINESTRING ((12.1051516094554 54.115637406093,12.1044823540944 54.1163338979032,12.1044609104158 54.116380903391,12.1044448248093 54.1164302400913),(12.1053478970318 54.115432845981,12.1053059757262 54.1154242579333,12.10526484134 54.1154244736071,12.1052237310797 54.1154342123989,12.1051878402519 54.1154519424689,12.1051609949728 54.115478918253,12.1051566461089 54.1155127921353,12.1051516094554 54.115637406093),(12.1051516094554 54.115637406093,12.1053463938012 54.1155636558887,12.1053790831798 54.1155497917412,12.1054034958108 54.1155283881857,12.1054129199513 54.1155060095049,12.1054062708359 54.1154769966654,12.1053903174579 54.1154573354457,12.1053739199295 54.115443424441,12.1053478970318 54.115432845981),(12.1056109466871 54.1151442255625,12.1053478970318 54.115432845981))",1d055421-d6eb-46de-a44d-f4b6ed996579,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Fockweg,"13280"
"MULTILINESTRING ((12.0841413891563 54.0745158456688,12.0839996682322 54.0744636568918,12.0836682588098 54.0744353182661,12.0833243540851 54.0744225299936,12.0830160830037 54.0744291219451,12.0827507209552 54.0744264298976,12.0826128146281 54.0744478171849,12.0825163273136 54.0744788788014,12.0824476668381 54.0745216905241,12.082306354836 54.0745978832079,12.0821812121075 54.0746621157355,12.0821046210571 54.0747120301711),(12.0841413891563 54.0745158456688,12.0837539490666 54.0748844669252,12.083674330686 54.0749475911905,12.0836343883275 54.0749889461362,12.0836186997121 54.0750121361928,12.0835992028634 54.0750408092355,12.0835881259978 54.0750782809051,12.0835485515866 54.0753029125371,12.0834598604358 54.0758699647539),(12.0854898240828 54.0750888930487,12.0850593327398 54.0748714221169,12.0849026654745 54.0747577932808,12.0845302045523 54.074601821003,12.0842137754099 54.0745032171691,12.084188566624 54.074502156719,12.0841413891563 54.0745158456688))",44a034b9-eb1a-4561-92ac-326235bf0a23,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Birkenweg,"01400"
"MULTILINESTRING ((12.0812543045915 54.0847948098108,12.0815839110137 54.0847975514563,12.0818462722602 54.084794767804,12.0829120602218 54.0847802022321,12.0837003638813 54.0847709416071,12.0844198958274 54.0847572320311,12.0847733267193 54.0847535694683,12.0856413917537 54.0847433414676,12.0856766820944 54.0847396328326,12.0857516814981 54.0847261031585,12.085820261383 54.0847117694447,12.0858712866754 54.0847061628526,12.0868211013409 54.0846960476313,12.0877324000372 54.0846818203027),(12.0795844919102 54.0847377988477,12.0803589850959 54.0847776227139,12.0808855724173 54.0847881405547,12.0812543045915 54.0847948098108))",8d43829a-1277-463a-b91c-a46a59ebf4f5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Im Garten,"03980"
"MULTILINESTRING ((12.1377595841471 54.1105754570895,12.1377924656794 54.1104856681083,12.1378191440937 54.1103235640745,12.1378582196017 54.1102113076825,12.1380146622155 54.1099433117905,12.1381862794885 54.1096413382877,12.1385191894506 54.1090613001424))",2aa3c1f5-4a8d-4bd7-aa33-72d90a385fa6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Baumschulenweg,"10620"
"MULTILINESTRING ((12.067136453458 54.1106119612169,12.0673271185347 54.1106110460907,12.0678523738496 54.1106374337913,12.0683040728381 54.1106565838557,12.0685933529521 54.1106521068888,12.0688540263686 54.1106390208563,12.06900430708 54.1106268062002,12.0691212312656 54.1106000562663,12.069226335737 54.1105455521169,12.0692770126134 54.1104940439869,12.0693184839107 54.1104236745055,12.0693374841474 54.1103564624017,12.0693399836929 54.1102967166187,12.0692999580754 54.1098588540628,12.0693041384639 54.1097984784194,12.0694484592805 54.1089670053686,12.0694745114412 54.1089115583443,12.0695258003004 54.1088616668819,12.0695595581964 54.1088427807281,12.0697307975795 54.1087507741069,12.0697617986891 54.1087291942597,12.0697950631213 54.1086897347042,12.0698165494562 54.1086471375353,12.0699135291328 54.1080383176051,12.0699071883459 54.1079953772196,12.0698846537482 54.1079599030576,12.0698413379075 54.1079314485677,12.069774336536 54.1079103747768,12.0697004681449 54.1078970312667,12.0688931267404 54.1078481735353,12.0688237281241 54.1078562989627,12.0687803445752 54.1078787840634,12.0687631151495 54.1079072735584,12.0687200785686 54.1081395375249,12.0686839108525 54.1081803460616,12.0686353183458 54.1081966350434,12.0685625538594 54.1082037739873,12.0674339529992 54.1081361326564))",99713885-fabd-4124-9633-d50a3789f6f5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schutower Ringstraße,"12670"
"MULTILINESTRING ((12.0597699964412 54.1162211206867,12.0599772651039 54.1158398220575,12.0600104968665 54.1157673936154,12.060029179018 54.1156796096081,12.0600259356323 54.1154458448595,12.0599988669506 54.1149151673493,12.0615611713841 54.1148890428406,12.0637256425866 54.1148538660049,12.0638026774478 54.1148312750717,12.0638422127008 54.1147857945284,12.0638173435931 54.1140262914696),(12.0638173435931 54.1140262914696,12.0631428494604 54.1140289832506,12.0629595105895 54.114031325367),(12.0638439501171 54.1140260976704,12.0638173435931 54.1140262914696),(12.0638439501171 54.1140260976704,12.0638420552227 54.1139871076569),(12.0642762291533 54.1140226332067,12.0638439501171 54.1140260976704),(12.0642762291533 54.1140226332067,12.0646127883128 54.1140214646647),(12.0659025977218 54.1140153745531,12.0646127883128 54.1140214646647))",44721dd5-35a1-4948-9e37-a05891effdca,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hans-Fallada-Straße,"12410"
"MULTILINESTRING ((12.1827963025275 54.07246785688,12.1828439318535 54.0724953659233,12.1828815000516 54.0725276518608,12.1829073164868 54.0725623813855,12.1830990807898 54.0732332078832,12.183116039223 54.0732683102099,12.1831422849404 54.0732963008923,12.1831729184776 54.0733146718152,12.1832136201161 54.073329793091,12.1837420973444 54.0735182836439,12.1838276018531 54.0735430391792,12.1839118414654 54.0735580936741,12.1839924021061 54.0735702788002,12.1841132485684 54.0735725196199,12.1842477975836 54.0735643176826,12.1843297745127 54.0735513447116,12.1844190625155 54.073533509019,12.1845009943088 54.0735103838778,12.1845819460569 54.0734729753392,12.1846595065731 54.0734287439756,12.184729422414 54.0733830868332,12.185157160189 54.0730740921262,12.1850762913981 54.0727864532854,12.1848953796023 54.0721581982065,12.1845624564443 54.0710080154344))",2cc54f2c-a1b6-4f26-8735-493c9f580b41,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kornblumenweg,"11820"
"MULTILINESTRING ((12.0762430473706 54.1576667435766,12.0762103243336 54.1576856307846,12.0761976889045 54.1577235514366,12.0761870987777 54.157958221285,12.0761850067418 54.1579859832944,12.0761583219477 54.1584589200568))",0cb815de-66f1-48eb-bfbf-cc3790f81226,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Likedeelerhof,"13990"
"MULTILINESTRING ((12.1438696483159 54.116011781649,12.1438927849209 54.116024960628,12.1439487942862 54.1160366628276,12.1446516285608 54.116172019164,12.1447068584 54.1161793197341,12.1447610018486 54.1161820396897,12.144820622553 54.1161767571719,12.1451694042577 54.1160804764825,12.1452423921732 54.1160495729162,12.1453132958493 54.1159911804454),(12.1453132958493 54.1159911804454,12.1440712138745 54.1157520794036),(12.1440712138745 54.1157520794036,12.1442601525161 54.1154238431802),(12.1453132958493 54.1159911804454,12.14557987397 54.1160457511651,12.1457541790525 54.1160824648688,12.1458395887448 54.1161052708726,12.1458986991345 54.1161289172733,12.1459846748026 54.1161821786205,12.1460583165827 54.1162503684987,12.1464391049281 54.1166883302773,12.1469201303561 54.1172307435144,12.1470372359796 54.1173505383359,12.1473106994925 54.1176617727703),(12.1428798266042 54.1158428917343,12.1431786631204 54.115896441214,12.1437964038874 54.1160130371265,12.1438696483159 54.116011781649),(12.1438696483159 54.116011781649,12.1438611599495 54.115989331522,12.1438704040191 54.1159650633739,12.143983201269 54.1157719497829,12.144021056571 54.1157521394416,12.1440712138745 54.1157520794036))",c95c1652-f94c-4792-8cb3-6a76f959304c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Salvador-Allende-Straße,"08170"
"MULTILINESTRING ((12.042940851159 54.1235602263455,12.0427570102238 54.1235625378581,12.0422084048159 54.1235807896416,12.0421316203329 54.1235762346755,12.0420814346705 54.1235577450173,12.0420428657075 54.123531974165,12.0420278408963 54.1234964922581,12.041964371892 54.1228956584107,12.0419588253497 54.1228555912976,12.0419624705094 54.1228303447287,12.0419772792877 54.1228037466503,12.0420107275923 54.1227576465823,12.0420279752417 54.1227229619629,12.0420230465342 54.1226889139772,12.0420072692353 54.122665201486,12.0419501720811 54.1226168869992,12.0419342426331 54.1225938932785,12.0419254940452 54.1225634402566,12.0418642611853 54.1219022323794,12.0418646884738 54.1218709675871,12.041882560789 54.1218493097009,12.0419235309602 54.1218313272415,12.0419827121144 54.1218242091658,12.0429231168362 54.1217929719703),(12.043000417556 54.1225941457351,12.0429231168362 54.1217929719703),(12.0430164817742 54.1227466000298,12.0429666206539 54.1227455397601,12.0429236286718 54.1227315399266,12.0428884287282 54.1227096312989,12.0428778439889 54.1226790891604,12.0428801052985 54.1226472846691,12.042906539794 54.1226231978762,12.0429476594175 54.1226015315396,12.043000417556 54.1225941457351),(12.0431226926439 54.1235472242012,12.0430904801517 54.1234572151574,12.0430164817742 54.1227466000298),(12.0431029702847 54.1217876070393,12.0429231168362 54.1217929719703),(12.043000417556 54.1225941457351,12.0430580829392 54.1225993358796,12.0430963368212 54.1226164817952,12.0431310813235 54.1226416247989,12.0431401361404 54.1226715385777,12.0431314506069 54.1227026266502,12.0431002749048 54.1227267151912,12.0430634310731 54.1227420013435,12.0430164817742 54.1227466000298))",273d5b3f-d0e8-48f5-8b9a-90d24f644d9a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Annette-Kolb-Ring,"12110"
